"lambda","phi","eta","start","end","type"
3,0.1,0.6,328,328,"conserved"
3,0.1,0.6,330,330,"conserved"
3,0.1,0.6,332,332,"conserved"
3,0.1,0.6,334,334,"conserved"
3,0.1,0.6,336,336,"conserved"
3,0.1,0.6,338,338,"conserved"
3,0.1,0.6,340,340,"conserved"
3,0.1,0.6,342,342,"acc"
3,0.1,0.6,344,344,"conserved"
3,0.1,0.6,346,346,"conserved"
3,0.1,0.6,348,348,"acc"
3,0.1,0.6,350,350,"conserved"
3,0.1,0.6,352,352,"conserved"
3,0.1,0.6,354,354,"acc"
3,0.1,0.6,356,356,"acc"
3,0.1,0.6,358,358,"conserved"
3,0.1,0.6,360,360,"acc"
3,0.1,0.6,362,362,"conserved"
3,0.1,0.6,364,364,"conserved"
3,0.1,0.6,366,366,"conserved"
3,0.1,0.6,368,368,"conserved"
3,0.1,0.6,370,370,"conserved"
3,0.1,0.6,372,372,"acc"
3,0.1,0.6,374,374,"conserved"
3,0.1,0.6,376,376,"conserved"
3,0.1,0.6,378,378,"conserved"
3,0.1,0.6,380,380,"conserved"
3,0.1,0.6,382,382,"conserved"
3,0.1,0.6,384,384,"conserved"
3,0.1,0.6,386,386,"conserved"
3,0.1,0.6,388,388,"acc"
3,0.1,0.6,390,390,"conserved"
3,0.1,0.6,392,392,"conserved"
3,0.1,0.6,394,394,"acc"
3,0.1,0.6,396,396,"acc"
3,0.1,0.6,398,398,"conserved"
3,0.1,0.6,400,400,"conserved"
3,0.1,0.6,402,402,"acc"
3,0.1,0.6,404,404,"conserved"
3,0.1,0.6,406,406,"conserved"
3,0.1,0.6,408,408,"acc"
3,0.1,0.6,410,410,"conserved"
3,0.1,0.6,412,412,"conserved"
3,0.1,0.6,414,414,"conserved"
3,0.1,0.6,416,416,"acc"
3,0.1,0.6,418,418,"acc"
3,0.1,0.6,420,420,"conserved"
3,0.1,0.6,422,422,"conserved"
3,0.1,0.6,424,424,"conserved"
3,0.1,0.6,426,426,"conserved"
3,0.1,0.6,428,428,"acc"
3,0.1,0.6,430,430,"conserved"
3,0.1,0.6,432,432,"acc"
3,0.1,0.6,434,434,"conserved"
3,0.1,0.6,436,436,"conserved"
3,0.1,0.6,438,438,"conserved"
3,0.1,0.6,440,440,"conserved"
3,0.1,0.6,442,442,"conserved"
3,0.1,0.6,444,444,"conserved"
3,0.1,0.6,446,446,"conserved"
3,0.1,0.6,448,448,"conserved"
3,0.1,0.6,450,450,"conserved"
3,0.1,0.6,452,452,"acc"
3,0.1,0.6,454,454,"conserved"
3,0.1,0.6,456,456,"conserved"
3,0.1,0.6,458,458,"acc"
3,0.1,0.6,460,460,"conserved"
3,0.1,0.6,462,462,"conserved"
3,0.1,0.6,464,464,"conserved"
3,0.1,0.6,466,466,"conserved"
3,0.1,0.6,468,468,"conserved"
3,0.1,0.6,470,470,"conserved"
3,0.1,0.6,472,472,"conserved"
3,0.1,0.6,474,474,"acc"
3,0.1,0.6,476,476,"conserved"
3,0.1,0.6,478,478,"conserved"
3,0.1,0.6,480,480,"acc"
3,0.1,0.6,481,481,"conserved"
3,0.1,0.6,483,483,"conserved"
3,0.1,0.6,485,485,"conserved"
3,0.1,0.6,487,487,"acc"
3,0.1,0.6,489,489,"acc"
3,0.1,0.6,491,491,"conserved"
3,0.1,0.6,493,493,"conserved"
3,0.1,0.6,495,495,"conserved"
3,0.1,0.6,497,497,"acc"
3,0.1,0.6,499,499,"conserved"
3,0.1,0.6,501,501,"acc"
3,0.1,0.6,503,503,"conserved"
3,0.1,0.6,505,505,"conserved"
3,0.1,0.6,507,507,"conserved"
3,0.1,0.6,509,509,"conserved"
3,0.1,0.6,511,511,"conserved"
3,0.1,0.6,513,513,"conserved"
3,0.1,0.6,515,515,"conserved"
3,0.1,0.6,517,517,"conserved"
3,0.1,0.6,519,519,"conserved"
3,0.1,0.6,521,521,"acc"
3,0.1,0.6,523,523,"acc"
3,0.1,0.6,525,525,"conserved"
3,0.1,0.6,527,527,"conserved"
3,0.1,0.6,529,529,"conserved"
3,0.1,0.6,531,531,"conserved"
3,0.1,0.6,533,533,"conserved"
3,0.1,0.6,535,535,"conserved"
3,0.1,0.6,537,538,"conserved"
3,0.1,0.6,540,540,"conserved"
3,0.1,0.6,542,542,"acc"
3,0.1,0.6,544,544,"conserved"
3,0.1,0.6,546,546,"conserved"
3,0.1,0.6,548,548,"conserved"
3,0.1,0.6,550,550,"conserved"
3,0.1,0.6,552,552,"conserved"
3,0.1,0.6,554,554,"conserved"
3,0.1,0.6,556,556,"acc"
3,0.1,0.6,558,558,"conserved"
3,0.1,0.6,560,560,"conserved"
3,0.1,0.6,563,563,"acc"
3,0.1,0.6,565,565,"conserved"
3,0.1,0.6,567,567,"conserved"
3,0.1,0.6,569,569,"acc"
3,0.1,0.6,571,571,"conserved"
3,0.1,0.6,573,573,"conserved"
3,0.1,0.6,575,575,"conserved"
3,0.1,0.6,577,577,"acc"
3,0.1,0.6,579,579,"conserved"
3,0.1,0.6,581,581,"conserved"
3,0.1,0.6,583,583,"acc"
3,0.1,0.6,585,585,"conserved"
3,0.1,0.6,587,587,"conserved"
3,0.1,0.6,589,589,"conserved"
3,0.1,0.6,591,591,"acc"
3,0.1,0.6,593,593,"conserved"
3,0.1,0.6,596,596,"conserved"
3,0.1,0.6,598,598,"conserved"
3,0.1,0.6,600,600,"conserved"
3,0.1,0.6,602,602,"conserved"
3,0.1,0.6,604,604,"conserved"
3,0.1,0.6,606,606,"conserved"
3,0.1,0.6,608,608,"conserved"
3,0.1,0.6,610,610,"conserved"
3,0.1,0.6,612,612,"conserved"
3,0.1,0.6,614,614,"acc"
3,0.1,0.6,616,616,"acc"
3,0.1,0.6,618,618,"conserved"
3,0.1,0.6,620,620,"conserved"
3,0.1,0.6,622,622,"acc"
3,0.1,0.6,624,624,"conserved"
3,0.1,0.6,626,626,"conserved"
3,0.1,0.6,628,628,"conserved"
3,0.1,0.6,630,630,"conserved"
3,0.1,0.6,632,632,"conserved"
3,0.1,0.6,634,634,"conserved"
3,0.1,0.6,636,636,"conserved"
3,0.1,0.6,638,638,"conserved"
3,0.1,0.6,640,640,"conserved"
3,0.1,0.6,642,642,"acc"
3,0.1,0.6,644,644,"conserved"
3,0.1,0.6,646,646,"conserved"
3,0.1,0.6,648,648,"acc"
3,0.1,0.6,650,650,"acc"
3,0.1,0.6,652,652,"acc"
3,0.1,0.6,654,654,"conserved"
3,0.1,0.6,656,656,"conserved"
3,0.1,0.6,658,658,"acc"
3,0.1,0.6,660,660,"acc"
3,0.1,0.6,662,662,"conserved"
3,0.1,0.6,664,664,"conserved"
3,0.1,0.6,666,666,"acc"
3,0.1,0.6,668,668,"conserved"
3,0.1,0.6,670,670,"conserved"
3,0.1,0.6,672,672,"conserved"
3,0.1,0.6,674,674,"conserved"
3,0.1,0.6,676,676,"conserved"
3,0.1,0.6,678,678,"acc"
3,0.1,0.6,680,680,"conserved"
3,0.1,0.6,682,682,"acc"
3,0.1,0.6,684,684,"conserved"
3,0.1,0.6,686,686,"conserved"
3,0.1,0.6,688,688,"conserved"
3,0.1,0.6,690,690,"conserved"
3,0.1,0.6,692,692,"conserved"
3,0.1,0.6,694,694,"conserved"
3,0.1,0.6,696,696,"conserved"
3,0.1,0.6,698,698,"acc"
3,0.1,0.6,701,701,"conserved"
3,0.1,0.6,703,703,"conserved"
3,0.1,0.6,705,705,"conserved"
3,0.1,0.6,707,707,"conserved"
3,0.1,0.6,709,709,"conserved"
3,0.1,0.6,711,711,"conserved"
3,0.1,0.6,713,713,"conserved"
3,0.1,0.6,715,715,"conserved"
3,0.1,0.6,717,717,"conserved"
3,0.1,0.6,719,719,"acc"
3,0.1,0.6,721,721,"conserved"
3,0.1,0.6,723,723,"conserved"
3,0.1,0.6,725,725,"conserved"
3,0.1,0.6,727,727,"conserved"
3,0.1,0.6,729,729,"acc"
3,0.1,0.6,731,731,"acc"
3,0.1,0.6,733,733,"conserved"
3,0.1,0.6,735,735,"conserved"
3,0.1,0.6,737,737,"conserved"
3,0.1,0.6,739,739,"conserved"
3,0.1,0.6,741,741,"conserved"
3,0.1,0.6,744,744,"conserved"
3,0.1,0.6,746,746,"conserved"
3,0.1,0.6,748,748,"conserved"
3,0.1,0.6,750,750,"conserved"
3,0.1,0.6,752,752,"conserved"
3,0.1,0.6,754,754,"conserved"
3,0.1,0.6,756,756,"conserved"
3,0.1,0.6,758,758,"conserved"
3,0.1,0.6,760,760,"conserved"
3,0.1,0.6,762,762,"conserved"
3,0.1,0.6,764,764,"conserved"
3,0.1,0.6,766,766,"conserved"
3,0.1,0.6,768,768,"conserved"
3,0.1,0.6,770,770,"conserved"
3,0.1,0.6,772,772,"conserved"
3,0.1,0.6,774,774,"conserved"
3,0.1,0.6,776,776,"conserved"
3,0.1,0.6,778,778,"conserved"
3,0.1,0.6,780,780,"conserved"
3,0.1,0.6,782,782,"conserved"
3,0.1,0.6,784,784,"conserved"
3,0.1,0.6,786,786,"conserved"
3,0.1,0.6,788,788,"conserved"
3,0.1,0.6,790,790,"conserved"
3,0.1,0.6,792,792,"conserved"
3,0.1,0.6,794,794,"conserved"
3,0.1,0.6,796,796,"conserved"
3,0.1,0.6,798,798,"conserved"
3,0.1,0.6,800,800,"conserved"
3,0.1,0.6,802,802,"conserved"
3,0.1,0.6,804,804,"conserved"
3,0.1,0.6,806,806,"conserved"
3,0.1,0.6,808,808,"conserved"
3,0.1,0.6,810,810,"conserved"
3,0.1,0.6,812,812,"conserved"
3,0.1,0.6,814,814,"conserved"
3,0.1,0.6,816,816,"conserved"
3,0.1,0.6,818,818,"conserved"
3,0.1,0.6,820,820,"conserved"
3,0.1,0.6,822,822,"conserved"
3,0.1,0.6,824,824,"conserved"
3,0.1,0.6,826,826,"conserved"
3,0.1,0.6,828,828,"conserved"
3,0.1,0.6,830,830,"conserved"
3,0.1,0.6,832,832,"conserved"
3,0.1,0.6,834,834,"conserved"
3,0.1,0.6,836,836,"conserved"
3,0.1,0.6,838,838,"conserved"
3,0.1,0.6,840,840,"conserved"
3,0.1,0.6,842,842,"conserved"
3,0.1,0.6,844,844,"conserved"
3,0.1,0.6,846,846,"conserved"
3,0.1,0.6,848,848,"conserved"
3,0.1,0.6,850,850,"conserved"
3,0.1,0.6,852,852,"conserved"
3,0.1,0.6,854,854,"conserved"
3,0.1,0.6,856,856,"conserved"
3,0.1,0.6,858,858,"conserved"
3,0.1,0.6,860,860,"conserved"
3,0.1,0.6,862,862,"conserved"
3,0.1,0.6,864,864,"conserved"
3,0.1,0.6,866,866,"conserved"
3,0.1,0.6,868,868,"conserved"
3,0.1,0.6,870,870,"conserved"
3,0.1,0.6,872,872,"conserved"
3,0.1,0.6,874,874,"conserved"
3,0.1,0.6,876,876,"conserved"
3,0.1,0.6,878,878,"conserved"
3,0.1,0.6,880,880,"conserved"
3,0.1,0.6,882,882,"conserved"
3,0.1,0.6,884,884,"conserved"
3,0.1,0.6,886,886,"conserved"
3,0.1,0.6,888,888,"conserved"
3,0.1,0.6,890,890,"conserved"
3,0.1,0.6,892,892,"conserved"
3,0.1,0.6,894,894,"conserved"
3,0.1,0.6,896,896,"conserved"
3,0.1,0.6,898,898,"conserved"
3,0.1,0.6,900,900,"conserved"
3,0.1,0.6,902,902,"conserved"
3,0.1,0.6,904,904,"conserved"
3,0.1,0.6,906,906,"conserved"
3,0.1,0.6,908,908,"conserved"
3,0.1,0.6,910,910,"conserved"
3,0.1,0.6,912,912,"conserved"
3,0.1,0.6,914,914,"conserved"
3,0.1,0.6,916,916,"conserved"
3,0.1,0.6,918,918,"conserved"
3,0.1,0.6,920,920,"conserved"
3,0.1,0.6,922,922,"conserved"
3,0.1,0.6,924,924,"conserved"
3,0.1,0.6,926,926,"conserved"
3,0.1,0.6,928,928,"conserved"
3,0.1,0.6,930,930,"conserved"
3,0.1,0.6,932,932,"conserved"
3,0.1,0.6,934,934,"conserved"
3,0.1,0.6,936,936,"conserved"
3,0.1,0.6,938,938,"conserved"
3,0.1,0.6,940,940,"conserved"
3,0.1,0.6,942,942,"conserved"
3,0.1,0.6,944,944,"conserved"
3,0.1,0.6,946,946,"conserved"
3,0.1,0.6,948,948,"conserved"
3,0.1,0.6,950,950,"conserved"
3,0.1,0.6,952,952,"conserved"
3,0.1,0.6,954,954,"conserved"
3,0.1,0.6,956,956,"conserved"
3,0.1,0.6,958,958,"conserved"
3,0.1,0.6,960,960,"conserved"
3,0.1,0.6,962,962,"conserved"
3,0.1,0.6,964,964,"conserved"
3,0.1,0.6,966,966,"conserved"
3,0.1,0.6,968,968,"conserved"
3,0.1,0.6,970,970,"conserved"
3,0.1,0.6,972,972,"conserved"
3,0.1,0.6,974,974,"conserved"
3,0.1,0.6,976,976,"conserved"
3,0.1,0.6,978,978,"conserved"
3,0.1,0.6,980,980,"conserved"
3,0.1,0.6,982,982,"conserved"
3,0.1,0.6,984,984,"conserved"
3,0.1,0.6,986,986,"conserved"
3,0.1,0.6,988,988,"conserved"
3,0.1,0.6,990,990,"conserved"
3,0.1,0.6,992,992,"conserved"
3,0.1,0.6,994,994,"conserved"
3,0.1,0.6,996,996,"conserved"
3,0.1,0.6,998,998,"conserved"
3,0.1,0.6,1000,1000,"conserved"
3,0.1,0.6,1002,1002,"conserved"
3,0.1,0.6,1004,1004,"conserved"
3,0.1,0.6,1006,1006,"conserved"
3,0.1,0.6,1008,1008,"conserved"
3,0.1,0.6,1010,1010,"conserved"
3,0.1,0.6,1012,1012,"conserved"
3,0.1,0.6,1014,1014,"conserved"
3,0.1,0.6,1016,1016,"conserved"
3,0.1,0.6,1018,1018,"conserved"
3,0.1,0.6,1020,1020,"conserved"
3,0.1,0.6,1022,1022,"conserved"
3,0.1,0.6,1024,1024,"conserved"
3,0.1,0.6,1026,1026,"conserved"
3,0.1,0.6,1028,1028,"conserved"
3,0.1,0.6,1030,1030,"conserved"
3,0.1,0.6,1032,1032,"conserved"
3,0.1,0.6,1034,1034,"conserved"
3,0.1,0.6,1036,1036,"conserved"
3,0.1,0.6,1038,1038,"conserved"
3,0.1,0.6,1040,1040,"conserved"
3,0.1,0.6,1042,1042,"conserved"
3,0.1,0.6,1044,1044,"conserved"
3,0.1,0.6,1046,1046,"conserved"
3,0.1,0.6,1048,1048,"conserved"
3,0.1,0.6,1050,1050,"conserved"
3,0.1,0.6,1052,1052,"conserved"
3,0.1,0.6,1054,1054,"conserved"
3,0.1,0.6,1056,1056,"conserved"
3,0.1,0.6,1058,1058,"conserved"
3,0.1,0.6,1060,1060,"conserved"
3,0.1,0.6,1062,1062,"conserved"
3,0.1,0.6,1064,1064,"conserved"
3,0.1,0.6,1066,1066,"conserved"
3,0.1,0.6,1068,1068,"conserved"
3,0.1,0.6,1070,1070,"conserved"
3,0.1,0.6,1072,1072,"conserved"
3,0.1,0.6,1074,1074,"conserved"
3,0.1,0.6,1076,1076,"conserved"
3,0.1,0.6,1078,1078,"conserved"
3,0.1,0.6,1080,1080,"conserved"
3,0.1,0.6,1082,1082,"conserved"
3,0.1,0.6,1084,1084,"conserved"
3,0.1,0.6,1086,1086,"conserved"
3,0.1,0.6,1088,1088,"conserved"
3,0.1,0.6,1090,1090,"conserved"
3,0.1,0.6,1092,1092,"conserved"
3,0.1,0.6,1094,1094,"conserved"
3,0.1,0.6,1096,1096,"conserved"
3,0.1,0.6,1098,1098,"conserved"
3,0.1,0.6,1100,1100,"acc"
3,0.1,0.6,1102,1102,"conserved"
3,0.1,0.6,1104,1104,"conserved"
3,0.1,0.6,1106,1106,"acc"
3,0.1,0.6,1108,1108,"conserved"
3,0.1,0.6,1110,1110,"conserved"
3,0.1,0.6,1112,1112,"conserved"
3,0.1,0.6,1114,1114,"conserved"
3,0.1,0.6,1116,1116,"acc"
3,0.1,0.6,1118,1118,"conserved"
3,0.1,0.6,1120,1120,"conserved"
3,0.1,0.6,1122,1122,"conserved"
3,0.1,0.6,1124,1124,"conserved"
3,0.1,0.6,1126,1126,"conserved"
3,0.1,0.6,1128,1128,"acc"
3,0.1,0.6,1130,1130,"acc"
3,0.1,0.6,1132,1132,"acc"
3,0.1,0.6,1134,1134,"conserved"
3,0.1,0.6,1136,1136,"conserved"
3,0.1,0.6,1138,1138,"conserved"
3,0.1,0.6,1140,1140,"acc"
3,0.1,0.6,1142,1142,"conserved"
3,0.1,0.6,1144,1144,"conserved"
3,0.1,0.6,1146,1146,"conserved"
3,0.1,0.6,1148,1148,"acc"
3,0.1,0.6,1150,1150,"conserved"
3,0.1,0.6,1152,1152,"acc"
3,0.1,0.6,1154,1154,"conserved"
3,0.1,0.6,1156,1156,"conserved"
3,0.1,0.6,1158,1158,"conserved"
3,0.1,0.6,1160,1160,"acc"
3,0.1,0.6,1162,1162,"conserved"
3,0.1,0.6,1164,1164,"acc"
3,0.1,0.6,1166,1166,"conserved"
3,0.1,0.6,1168,1168,"conserved"
3,0.1,0.6,1170,1171,"conserved"
3,0.1,0.6,1173,1173,"conserved"
3,0.1,0.6,1175,1175,"conserved"
3,0.1,0.6,1177,1177,"conserved"
3,0.1,0.6,1179,1179,"acc"
3,0.1,0.6,1181,1181,"acc"
3,0.1,0.6,1183,1183,"conserved"
3,0.1,0.6,1185,1185,"conserved"
3,0.1,0.6,1188,1188,"conserved"
3,0.1,0.6,1190,1190,"conserved"
3,0.1,0.6,1192,1192,"conserved"
3,0.1,0.6,1195,1195,"conserved"
3,0.1,0.6,1197,1197,"conserved"
3,0.1,0.6,1199,1199,"conserved"
3,0.1,0.6,1201,1201,"acc"
3,0.1,0.6,1203,1203,"conserved"
3,0.1,0.6,1205,1205,"conserved"
3,0.1,0.6,1207,1207,"conserved"
3,0.1,0.6,1209,1209,"conserved"
3,0.1,0.6,1211,1211,"conserved"
3,0.1,0.6,1213,1213,"conserved"
3,0.1,0.6,1215,1215,"acc"
3,0.1,0.6,1217,1217,"conserved"
3,0.1,0.6,1219,1219,"conserved"
3,0.1,0.6,1221,1221,"conserved"
3,0.1,0.6,1223,1223,"conserved"
3,0.1,0.6,1225,1225,"conserved"
3,0.1,0.6,1227,1227,"conserved"
3,0.1,0.6,1229,1229,"conserved"
3,0.1,0.6,1231,1231,"conserved"
3,0.1,0.6,1233,1233,"conserved"
3,0.1,0.6,1235,1235,"conserved"
3,0.1,0.6,1237,1237,"conserved"
3,0.1,0.6,1239,1239,"conserved"
3,0.1,0.6,1241,1241,"acc"
3,0.1,0.6,1243,1243,"conserved"
3,0.1,0.6,1245,1245,"conserved"
3,0.1,0.6,1247,1247,"conserved"
3,0.1,0.6,1249,1249,"conserved"
3,0.1,0.6,1251,1251,"conserved"
3,0.1,0.6,1253,1253,"acc"
3,0.1,0.6,1255,1255,"conserved"
3,0.1,0.6,1257,1257,"conserved"
3,0.1,0.6,1259,1259,"conserved"
3,0.1,0.6,1261,1261,"acc"
3,0.1,0.6,1263,1263,"conserved"
3,0.1,0.6,1265,1265,"acc"
3,0.1,0.6,1267,1267,"acc"
3,0.1,0.6,1269,1269,"conserved"
3,0.1,0.6,1271,1271,"conserved"
3,0.1,0.6,1273,1273,"conserved"
3,0.1,0.6,1275,1275,"conserved"
3,0.1,0.6,1277,1277,"conserved"
3,0.1,0.6,1279,1279,"conserved"
3,0.1,0.6,1281,1281,"acc"
3,0.1,0.6,1283,1283,"conserved"
3,0.1,0.6,1285,1285,"conserved"
3,0.1,0.6,1287,1287,"acc"
3,0.1,0.6,1289,1289,"conserved"
3,0.1,0.6,1291,1291,"conserved"
3,0.1,0.6,1293,1293,"acc"
3,0.1,0.6,1295,1295,"conserved"
3,0.1,0.6,1297,1297,"conserved"
3,0.1,0.6,1299,1299,"conserved"
3,0.1,0.6,1301,1301,"conserved"
3,0.1,0.6,1303,1303,"conserved"
3,0.1,0.6,1305,1305,"conserved"
3,0.1,0.6,1307,1307,"acc"
3,0.1,0.6,1309,1309,"acc"
3,0.1,0.6,1311,1311,"conserved"
3,0.1,0.6,1313,1313,"conserved"
3,0.1,0.6,1315,1315,"conserved"
3,0.1,0.6,1317,1317,"conserved"
3,0.1,0.6,1319,1319,"conserved"
3,0.1,0.6,1321,1321,"conserved"
3,0.1,0.6,1323,1323,"conserved"
3,0.1,0.6,1325,1325,"conserved"
3,0.1,0.6,1327,1327,"conserved"
3,0.1,0.6,1329,1329,"conserved"
3,0.1,0.6,1331,1331,"conserved"
3,0.1,0.6,1333,1333,"conserved"
3,0.1,0.6,1335,1335,"conserved"
3,0.1,0.6,1337,1337,"acc"
3,0.1,0.6,1339,1339,"conserved"
3,0.1,0.6,1341,1341,"conserved"
3,0.1,0.6,1343,1343,"conserved"
3,0.1,0.6,1345,1345,"conserved"
3,0.1,0.6,1347,1347,"conserved"
3,0.1,0.6,1349,1349,"conserved"
3,0.1,0.6,1351,1351,"acc"
3,0.1,0.6,1353,1353,"acc"
3,0.1,0.6,1355,1355,"conserved"
3,0.1,0.6,1357,1357,"conserved"
3,0.1,0.6,1359,1359,"conserved"
3,0.1,0.6,1361,1361,"acc"
3,0.1,0.6,1363,1363,"conserved"
3,0.1,0.6,1365,1365,"conserved"
3,0.1,0.6,1367,1367,"conserved"
3,0.1,0.6,1369,1369,"conserved"
3,0.1,0.6,1371,1371,"conserved"
3,0.1,0.6,1373,1373,"conserved"
3,0.1,0.6,1375,1375,"conserved"
3,0.1,0.6,1377,1377,"conserved"
3,0.1,0.6,1379,1379,"conserved"
3,0.1,0.6,1381,1381,"acc"
3,0.1,0.6,1383,1383,"conserved"
3,0.1,0.6,1385,1385,"conserved"
3,0.1,0.6,1387,1387,"acc"
3,0.1,0.6,1389,1389,"conserved"
3,0.1,0.6,1391,1391,"acc"
3,0.1,0.6,1393,1393,"acc"
3,0.1,0.6,1395,1395,"conserved"
3,0.1,0.6,1397,1397,"conserved"
3,0.1,0.6,1399,1399,"conserved"
3,0.1,0.6,1401,1401,"conserved"
3,0.1,0.6,1404,1404,"conserved"
3,0.1,0.6,1406,1406,"conserved"
3,0.1,0.6,1408,1408,"conserved"
3,0.1,0.6,1410,1410,"conserved"
3,0.1,0.6,1412,1412,"conserved"
3,0.1,0.6,1414,1414,"conserved"
3,0.1,0.6,1416,1416,"conserved"
3,0.1,0.6,1418,1418,"conserved"
3,0.1,0.6,1420,1420,"conserved"
3,0.1,0.6,1422,1422,"conserved"
3,0.1,0.6,1424,1424,"conserved"
3,0.1,0.6,1426,1426,"conserved"
3,0.1,0.6,1428,1428,"conserved"
3,0.1,0.6,1430,1430,"conserved"
3,0.1,0.6,1432,1432,"conserved"
3,0.1,0.6,1434,1434,"conserved"
3,0.1,0.6,1436,1436,"conserved"
3,0.1,0.6,1438,1438,"conserved"
3,0.1,0.6,1440,1440,"conserved"
3,0.1,0.6,1442,1442,"conserved"
3,0.1,0.6,1444,1444,"conserved"
3,0.1,0.6,1446,1446,"conserved"
3,0.1,0.6,1448,1448,"conserved"
3,0.1,0.6,1450,1450,"conserved"
3,0.1,0.6,1452,1452,"conserved"
3,0.1,0.6,1454,1454,"conserved"
3,0.1,0.6,1456,1456,"conserved"
3,0.1,0.6,1458,1458,"conserved"
3,0.1,0.6,1460,1460,"conserved"
3,0.1,0.6,1462,1462,"conserved"
3,0.1,0.6,1464,1464,"conserved"
3,0.1,0.6,1466,1466,"conserved"
3,0.1,0.6,1468,1468,"conserved"
3,0.1,0.6,1470,1470,"conserved"
3,0.1,0.6,1472,1472,"conserved"
3,0.1,0.6,1474,1474,"conserved"
3,0.1,0.6,1476,1476,"conserved"
3,0.1,0.6,1478,1478,"conserved"
3,0.1,0.6,1480,1480,"conserved"
3,0.1,0.6,1482,1482,"conserved"
3,0.1,0.6,1484,1484,"conserved"
3,0.1,0.6,1486,1486,"conserved"
3,0.1,0.6,1488,1488,"conserved"
3,0.1,0.6,1490,1490,"conserved"
3,0.1,0.6,1492,1492,"conserved"
3,0.1,0.6,1494,1494,"conserved"
3,0.1,0.6,1496,1496,"conserved"
3,0.1,0.6,1498,1498,"conserved"
3,0.1,0.6,1500,1500,"conserved"
3,0.1,0.6,1502,1502,"conserved"
3,0.1,0.6,1504,1504,"conserved"
3,0.1,0.6,1506,1506,"conserved"
3,0.1,0.6,1508,1508,"conserved"
3,0.1,0.6,1510,1510,"conserved"
3,0.1,0.6,1512,1512,"conserved"
3,0.1,0.6,1514,1514,"conserved"
3,0.1,0.6,1516,1516,"conserved"
3,0.1,0.6,1518,1518,"conserved"
3,0.1,0.6,1520,1520,"conserved"
3,0.1,0.6,1522,1522,"conserved"
3,0.1,0.6,1524,1524,"conserved"
3,0.1,0.6,1526,1526,"conserved"
3,0.1,0.6,1528,1528,"conserved"
3,0.1,0.6,1530,1530,"conserved"
3,0.1,0.6,1532,1532,"conserved"
3,0.1,0.6,1534,1534,"conserved"
3,0.1,0.6,1536,1536,"conserved"
3,0.1,0.6,1538,1538,"conserved"
3,0.1,0.6,1540,1540,"conserved"
3,0.1,0.6,1542,1542,"conserved"
3,0.1,0.6,1544,1544,"conserved"
3,0.1,0.6,1546,1546,"conserved"
3,0.1,0.6,1548,1548,"conserved"
3,0.1,0.6,1550,1550,"conserved"
3,0.1,0.6,1552,1552,"conserved"
3,0.1,0.6,1554,1554,"conserved"
3,0.1,0.6,1556,1556,"conserved"
3,0.1,0.6,1558,1558,"conserved"
3,0.1,0.6,1560,1560,"conserved"
3,0.1,0.6,1562,1562,"conserved"
3,0.1,0.6,1564,1564,"conserved"
3,0.1,0.6,1566,1566,"conserved"
3,0.1,0.6,1568,1568,"conserved"
3,0.1,0.6,1570,1570,"conserved"
3,0.1,0.6,1572,1572,"conserved"
3,0.1,0.6,1574,1574,"conserved"
3,0.1,0.6,1576,1576,"conserved"
3,0.1,0.6,1578,1578,"conserved"
3,0.1,0.6,1580,1580,"conserved"
3,0.1,0.6,1582,1582,"conserved"
3,0.1,0.6,1584,1584,"conserved"
3,0.1,0.6,1586,1586,"conserved"
3,0.1,0.6,1588,1588,"conserved"
3,0.1,0.6,1590,1590,"conserved"
3,0.1,0.6,1592,1592,"conserved"
3,0.1,0.6,1594,1594,"conserved"
3,0.1,0.6,1596,1596,"conserved"
3,0.1,0.6,1598,1598,"conserved"
3,0.1,0.6,1600,1600,"conserved"
3,0.1,0.6,1602,1602,"conserved"
3,0.1,0.6,1604,1604,"conserved"
3,0.1,0.6,1606,1606,"conserved"
3,0.1,0.6,1608,1608,"conserved"
3,0.1,0.6,1610,1610,"conserved"
3,0.1,0.6,1612,1612,"conserved"
3,0.1,0.6,1614,1614,"conserved"
3,0.1,0.6,1616,1616,"conserved"
3,0.1,0.6,1618,1618,"conserved"
3,0.1,0.6,1620,1620,"conserved"
3,0.1,0.6,1622,1622,"conserved"
3,0.1,0.6,1624,1624,"conserved"
3,0.1,0.6,1626,1626,"conserved"
3,0.1,0.6,1628,1628,"conserved"
3,0.1,0.6,1630,1630,"conserved"
3,0.1,0.6,1632,1632,"conserved"
3,0.1,0.6,1634,1634,"conserved"
3,0.1,0.6,1636,1636,"conserved"
3,0.1,0.6,1638,1638,"conserved"
3,0.1,0.6,1640,1640,"conserved"
3,0.1,0.6,1642,1642,"conserved"
3,0.1,0.6,1644,1644,"conserved"
3,0.1,0.6,1646,1646,"conserved"
3,0.1,0.6,1648,1648,"conserved"
3,0.1,0.6,1650,1650,"conserved"
3,0.1,0.6,1652,1652,"conserved"
3,0.1,0.6,1654,1654,"conserved"
3,0.1,0.6,1656,1656,"conserved"
3,0.1,0.6,1658,1658,"conserved"
3,0.1,0.6,1660,1660,"conserved"
3,0.1,0.6,1662,1662,"conserved"
3,0.1,0.6,1664,1664,"conserved"
3,0.1,0.6,1666,1666,"conserved"
3,0.1,0.6,1668,1668,"conserved"
3,0.1,0.6,1670,1670,"conserved"
3,0.1,0.6,1672,1672,"conserved"
